	CountyCode	lowincome	growth	vision	highincome	senior
2663	48333	0	1	2	4	0
2664	48335	1	1	3	2	0
2665	48337	3	0	1	2	1
2666	48339	3	7	0	5	3
2667	48341	4	0	0	2	0
2668	48343	1	0	0	1	2
2669	48345	1	0	0	1	0
2670	48347	1	3	0	3	1
2671	48349	4	2	1	4	1
2672	48353	3	1	2	2	0
2673	48355	1	6	0	4	1
2674	48357	2	0	0	1	0
2675	48359	1	0	0	2	0
2676	48361	0	0	1	4	0
2677	48363	1	2	0	5	1
2678	48365	2	1	2	3	1
2679	48367	1	2	0	7	4
2680	48369	4	0	1	1	0
2681	48371	3	0	0	2	1
2682	48373	1	0	0	3	2
2683	48375	4	2	1	2	1
2684	48377	2	0	0	2	1
2685	48379	1	0	1	2	3
2686	48381	4	2	1	2	1
2687	48383	1	1	3	2	0
2688	48385	0	0	1	1	1
2689	48387	3	0	1	0	1
2690	48389	4	0	0	2	1
2691	48391	2	0	0	2	1
2692	48393	2	0	0	1	0
2693	48395	2	0	2	4	0
2694	48397	2	4	1	7	1
2695	48399	1	0	4	2	1
2696	48401	6	0	1	4	2
2697	48403	0	0	0	1	1
2698	48405	1	1	0	2	0
2699	48407	1	1	0	2	0
2700	48409	2	1	0	3	1
2701	48411	1	0	1	3	1
2702	48413	0	0	2	3	0
2703	48415	2	0	0	2	0
2704	48417	2	0	0	0	0
2705	48419	2	1	0	1	0
2706	48421	3	0	0	2	0
2707	48423	5	3	1	3	4
2708	48425	0	0	0	4	0
2709	48427	2	1	0	3	0
2710	48429	1	0	0	3	2
2711	48431	0	0	3	3	0
2712	48433	1	0	0	2	0
2713	48435	2	0	2	3	0
2714	48437	4	0	2	2	0
2715	48439	2	10	2	9	2
2716	48441	2	3	2	3	1
2717	48443	1	0	0	1	0
2718	48445	2	0	1	2	0
2719	48447	0	0	0	0	1
2720	48449	2	2	0	1	1
2721	48451	2	3	3	5	0
2722	48453	5	9	2	7	4
2723	48455	1	0	0	3	1
2724	48457	0	0	0	2	1
2725	48459	6	0	0	4	5
2726	48461	2	0	0	1	0
2727	48463	2	1	0	2	1
2728	48465	2	1	0	4	0
2729	48467	4	2	3	4	4
2730	48469	2	5	0	4	1
2731	48471	2	3	0	4	1
2732	48473	2	3	0	5	1
2733	48475	3	1	0	2	0
2734	48477	1	3	0	5	1
2735	48479	4	3	0	4	1
2736	48481	4	2	0	2	3
2737	48483	3	0	0	1	1
2738	48485	2	2	2	2	0
2739	48487	2	0	1	2	0
2740	48489	1	0	0	2	0
2741	48491	5	7	1	5	1
2742	48493	3	0	1	3	1
2743	48495	2	0	0	1	0
2744	48497	2	2	0	8	1
2745	48499	3	0	1	3	5
2746	48501	1	0	0	2	1
2747	48503	3	0	1	3	1
2748	48505	2	1	0	2	0
2749	48507	3	0	0	0	0
2750	49001	0	0	1	2	2
2751	49003	0	0	0	5	3
2752	49005	0	1	2	5	0
2753	49007	0	0	4	4	1
2754	49009	0	0	1	1	2
2755	49011	0	3	1	5	1
2756	49013	0	0	1	2	2
2757	49015	0	0	2	2	2
2758	49017	0	0	0	2	1
2759	49019	0	0	2	3	1
2760	49021	0	1	2	5	3
2761	49023	0	0	1	2	2
2762	49025	0	0	1	2	1
2763	49027	0	1	1	5	1
2764	49029	0	0	1	3	1
2765	49031	0	0	0	1	1
2766	49033	0	0	2	0	1
2767	49035	0	5	2	5	1
2768	49037	0	0	1	3	1
2769	49039	0	0	2	2	2
2770	49041	0	1	1	3	1
2771	49043	0	1	2	4	3
2772	49045	0	0	2	4	1
2773	49047	0	0	1	2	2
2774	49049	0	3	3	6	2
2775	49051	0	0	3	3	1
2776	49053	0	2	2	5	3
2777	49055	0	1	0	1	2
2778	49057	0	1	1	5	2
2779	50001	0	0	2	3	1
2780	50003	0	2	2	3	1
2781	50005	0	0	1	3	3
2782	50007	0	2	2	3	1
2783	50009	0	0	0	1	3
2784	50011	0	0	2	3	1
2785	50013	0	0	1	3	1
2786	50015	0	0	2	3	3
2787	50017	0	0	4	3	2
2788	50019	0	0	1	3	2
2789	50021	0	1	1	3	2
2790	50023	0	3	1	3	3
2791	50025	0	1	0	3	2
2792	50027	0	0	0	3	2
2793	51001	3	1	0	3	1
2794	51003	1	1	0	4	1
2795	51005	0	0	0	2	1
2796	51007	1	0	0	1	1
2797	51009	2	0	0	3	1
2798	51011	2	1	0	3	0
2799	51013	0	12	0	5	0
2800	51015	1	0	0	3	1
2801	51017	0	0	0	2	3
2802	51019	2	1	0	5	2
2803	51021	1	0	0	3	1
2804	51023	1	0	0	5	1
2805	51025	1	0	0	3	0
2806	51027	3	0	0	4	2
2807	51029	2	1	0	3	0
2808	51031	2	0	0	3	2
2809	51033	0	0	0	5	0
2810	51035	1	1	0	3	1
2811	51036	1	0	0	4	0
2812	51037	2	0	0	2	0
2813	51041	0	5	0	5	0
2814	51043	0	1	0	4	2
2815	51045	0	0	0	3	2
2816	51047	0	2	0	5	0
2817	51049	1	0	0	2	0
2818	51051	0	0	0	2	1
2819	51053	1	1	0	3	0
2820	51057	0	0	0	3	0
2821	51059	0	12	1	9	1
2822	51061	0	2	0	5	0
2823	51063	0	0	0	4	0
2824	51065	0	0	0	2	0
2825	51067	2	0	0	6	2
2826	51069	0	1	0	5	3
2827	51071	1	0	0	4	1
2828	51073	0	0	0	2	0
2829	51075	1	0	0	4	0
2830	51077	0	1	0	2	1
2831	51079	0	0	0	3	0
2832	51081	1	0	0	2	0
2833	51083	2	0	0	4	1
2834	51085	0	2	0	5	0
2835	51087	0	5	0	4	1
2836	51089	1	0	0	3	1
2837	51091	0	0	0	1	2
2838	51093	1	0	0	3	0
2839	51095	0	2	0	4	0
2840	51097	0	0	0	4	0
2841	51099	0	1	0	4	0
2842	51101	0	0	0	3	1
2843	51103	0	0	0	4	0
2844	51105	0	0	0	2	0
2845	51107	0	9	0	7	2
2846	51109	1	0	0	3	0
2847	51111	2	1	0	3	0
2848	51113	0	0	0	3	0
2849	51115	0	0	0	4	0
2850	51117	3	2	0	3	0
2851	51119	0	1	0	4	0
2852	51121	1	3	0	5	3
2853	51125	1	0	0	3	1
2854	51127	0	0	0	4	0
2855	51131	3	1	0	3	0
2856	51133	0	0	0	4	0
2857	51135	1	1	0	2	0
2858	51137	0	1	0	3	0
2859	51139	0	1	0	4	0
2860	51141	0	0	0	3	0
2861	51143	3	1	0	3	1
2862	51145	0	0	0	4	0
2863	51147	2	2	0	1	0
2864	51149	1	1	0	4	0
2865	51153	0	6	0	6	0
2866	51155	1	0	0	4	2
2867	51157	1	0	0	4	0
2868	51159	0	0	0	4	0
2869	51161	1	1	0	5	2
2870	51163	0	0	0	3	0
2871	51165	0	1	0	3	1
2872	51167	0	0	0	2	2
2873	51169	0	0	0	3	1
2874	51171	0	0	0	3	1
2875	51173	0	1	0	3	2
2876	51175	1	0	0	2	0
2877	51177	0	3	0	5	1
2878	51179	0	3	0	4	0
2879	51181	1	1	0	2	0
2880	51183	1	0	0	3	0
2881	51185	0	1	0	3	2
2882	51187	1	1	0	5	1
2883	51191	0	1	0	2	1
2884	51193	0	0	0	3	0
2885	51195	1	0	0	3	3
2886	51197	0	0	0	4	2
2887	51199	0	2	0	4	0
2888	51510	0	6	0	4	0
2889	51515	2	0	0	3	0
2890	51520	0	1	0	3	0
2891	51530	0	0	0	2	0
2892	51540	0	3	0	4	1
2893	51550	1	6	0	5	0
2894	51570	0	1	0	3	0
2895	51580	0	0	0	1	1
2896	51590	2	1	0	3	1
2897	51595	0	1	0	2	0
2898	51600	0	4	0	4	0
2899	51610	0	4	0	4	0
2900	51620	0	0	0	3	0
2901	51630	0	2	0	4	1
2902	51640	0	1	0	3	1
2903	51650	0	4	0	3	0
2904	51660	0	3	0	4	1
2905	51670	0	0	0	2	0
2906	51678	0	0	0	3	0
2907	51680	2	3	0	4	2
2908	51683	0	2	0	4	0
2909	51685	0	1	0	3	0
2910	51690	0	0	0	3	0
2911	51700	0	3	0	4	0
2912	51710	0	4	0	4	0
2913	51720	0	0	0	3	0
2914	51730	0	1	0	4	0
2915	51735	0	0	0	1	0
2916	51740	0	2	0	4	0
2917	51750	0	0	0	3	1
2918	51760	0	5	0	4	2
2919	51770	1	2	0	5	1
2920	51775	1	0	0	5	1
2921	51790	0	0	0	3	1
2922	51800	0	4	0	4	0
2923	51810	2	8	0	4	0
2924	51820	0	0	0	3	1
2925	51830	0	0	0	3	0
2926	51840	0	1	0	5	2
2927	53001	0	1	2	3	3
2928	53003	0	2	0	2	2
2929	53005	0	2	3	8	4
2930	53007	0	4	1	7	3
2931	53009	0	1	0	7	2
2932	53011	0	5	1	6	3
2933	53013	0	1	2	3	0
2934	53015	0	3	2	6	2
2935	53017	0	2	1	5	1
2936	53019	0	0	0	5	3
2937	53021	0	1	2	5	1
2938	53023	0	0	1	2	1
2939	53025	0	3	3	6	2
2940	53027	0	1	0	6	0
2941	53029	0	0	0	7	2
2942	53031	0	0	0	6	1
2943	53033	0	11	2	7	2
2944	53035	0	3	1	6	1
2945	53037	0	1	1	4	2
2946	53039	0	1	2	4	2
2947	53041	0	2	2	5	5
2948	53043	0	1	1	3	1
2949	53045	0	0	0	4	2
2950	53047	0	1	1	6	1
2951	53049	0	1	0	5	1
2952	53051	0	1	0	3	4
2953	53053	0	6	0	6	3
2954	53055	0	0	1	3	1
2955	53057	0	3	1	8	1
2956	53059	0	0	2	2	2
2957	53061	0	5	1	8	4
2958	53063	0	5	4	6	7
2959	53065	0	1	0	4	6
2960	53067	0	3	1	5	2
2961	53069	0	0	0	1	0
2962	53071	0	1	2	4	2
2963	53073	0	2	1	8	3
2964	53075	0	1	2	6	2
2965	53077	0	3	3	6	3
2966	54001	1	0	0	2	2
2967	54003	0	1	0	6	2
2968	54005	1	0	1	3	1
2969	54007	0	0	0	3	2
2970	54009	0	1	1	3	2
2971	54011	1	0	2	5	2
2972	54013	0	0	0	2	0
2973	54015	1	0	0	2	0
2974	54017	0	0	1	2	2
2975	54019	1	0	0	3	1
2976	54021	0	0	0	2	2
2977	54023	0	0	1	3	1
2978	54025	1	0	0	3	3
2979	54027	0	0	1	3	0
2980	54029	0	1	1	4	1
2981	54031	0	0	1	2	0
2982	54033	1	0	0	4	3
2983	54035	1	1	0	5	2
2984	54037	0	0	0	6	1
2985	54039	1	1	1	4	2
2986	54041	1	0	0	3	3
2987	54043	1	0	1	3	0
2988	54045	1	0	1	4	0
2989	54047	0	0	1	3	2
2990	54049	1	1	0	4	4
2991	54051	1	0	0	5	2
2992	54053	1	0	2	3	2
2993	54055	1	0	0	4	1
2994	54057	0	0	0	4	1
2995	54059	1	1	0	2	1
2996	54061	0	1	1	6	3
2997	54063	1	0	0	3	1
2998	54065	0	0	0	4	1
2999	54067	1	1	0	3	2
3000	54069	1	0	1	4	2
3001	54071	0	0	1	1	0
3002	54073	1	0	1	3	0
3003	54075	1	0	0	2	1
3004	54077	0	0	1	4	4
3005	54079	1	0	1	5	2
3006	54081	1	0	0	4	2
3007	54083	1	0	0	4	3
3008	54085	0	0	1	4	1
3009	54087	1	0	0	3	1
3010	54089	1	0	0	3	1
3011	54091	1	0	0	2	2
3012	54093	1	0	0	3	1
3013	54095	1	0	1	3	1
3014	54097	1	0	0	3	2
3015	54099	1	0	1	4	2
3016	54101	0	0	0	2	0
3017	54103	1	0	0	4	2
3018	54105	1	0	0	2	0
3019	54107	1	1	0	5	3
3020	54109	1	0	0	2	1
3021	55001	0	0	0	4	3
3022	55003	0	0	0	2	1
3023	55005	0	1	1	2	0
3024	55007	0	0	0	1	1
3025	55009	0	1	3	6	2
3026	55011	0	1	0	2	2
3027	55013	0	0	1	2	2
3028	55015	0	0	3	5	2
3029	55017	0	0	3	4	1
3030	55019	0	0	2	4	1
3031	55021	0	0	1	7	1
3032	55023	0	0	0	1	2
3033	55025	0	3	1	6	3
3034	55027	0	1	1	5	2
3035	55029	0	0	4	5	0
3036	55031	0	1	1	1	4
3037	55033	0	0	1	2	1
3038	55035	0	1	2	5	1
3039	55037	0	0	0	2	0
3040	55039	0	1	4	4	2
3041	55041	0	0	1	4	0
3042	55043	0	0	2	3	4
3043	55045	0	0	1	3	4
3044	55047	0	0	1	3	1
3045	55049	0	0	0	3	3
3046	55051	0	0	0	2	0
3047	55053	0	0	1	3	3
3048	55055	0	0	1	5	2
3049	55057	0	0	0	4	3
3050	55059	0	1	0	3	2
3051	55061	0	0	4	3	2
3052	55063	0	0	0	2	0
3053	55065	0	0	2	3	5
3054	55067	0	0	3	4	0
3055	55069	0	0	3	4	1
3056	55071	0	0	3	7	3
3057	55073	0	1	4	4	3
3058	55075	0	0	1	3	0
3059	55077	0	0	1	4	2
3060	55078	0	0	2	2	0
3061	55079	0	5	0	4	0
3062	55081	0	0	0	2	0
3063	55083	0	0	1	4	0
3064	55085	0	0	1	4	1
3065	55087	0	3	1	6	0
3066	55089	0	1	2	3	0
3067	55091	0	0	1	2	1
3068	55093	0	0	2	3	1
3069	55095	0	0	1	3	2
3070	55097	0	0	2	3	5
3071	55099	0	0	1	3	0
3072	55101	0	2	0	3	2
3073	55103	0	0	0	3	2
3074	55105	0	1	0	6	3
3075	55107	0	0	1	2	0
3076	55109	0	0	2	4	0
3077	55111	0	0	1	3	2
3078	55113	0	0	0	1	1
3079	55115	0	0	2	4	1
3080	55117	0	1	3	5	1
3081	55119	0	0	2	4	1
3082	55121	0	0	0	2	1
3083	55123	0	0	0	2	2
3084	55125	0	0	1	4	0
3085	55127	0	0	0	5	2
3086	55129	0	0	1	1	1
3087	55131	0	1	2	5	0
3088	55133	0	3	1	5	2
3089	55135	0	1	2	4	4
3090	55137	0	0	0	4	2
3091	55139	0	0	1	4	0
3092	55141	0	1	1	4	2
3093	56001	0	0	3	2	3
3094	56003	0	0	2	1	0
3095	56005	0	0	2	2	1
3096	56007	0	0	2	2	3
3097	56009	1	0	2	2	2
3098	56011	0	0	2	2	1
3099	56013	0	0	2	2	2
3100	56015	1	0	2	2	1
3101	56017	0	0	2	0	0
3102	56019	0	0	2	2	1
3103	56021	0	1	2	2	3
3104	56023	0	0	3	2	4
3105	56025	0	1	2	2	2
3106	56027	1	0	1	1	0
3107	56029	0	0	6	2	0
3108	56031	1	0	2	2	1
3109	56033	0	0	2	3	1
3110	56035	0	1	2	2	3
3111	56037	0	1	3	2	3
3112	56039	0	1	2	1	1
3113	56041	0	0	4	2	3
3114	56043	0	0	2	1	0
3115	56045	0	0	2	1	1
3116	72001	1	1	0	0	0
3117	72003	1	1	0	0	0
3118	72005	2	1	0	0	0
3119	72007	2	1	0	0	0
3120	72009	1	1	0	0	0
3121	72011	1	1	0	0	0
3122	72013	3	1	0	0	0
3123	72015	1	1	0	0	0
3124	72017	1	1	0	0	0
3125	72019	1	1	0	0	0
3126	72021	3	1	0	0	0
3127	72023	3	1	0	0	0
3128	72025	3	1	0	0	0
3129	72027	1	1	0	0	0
3130	72029	1	1	0	0	0
3131	72031	3	1	0	0	0
3132	72033	2	1	0	0	0
3133	72035	2	1	0	0	0
3134	72037	1	1	0	0	0
3135	72039	3	1	0	0	0
3136	72041	1	1	0	0	0
3137	72043	1	1	0	0	0
3138	72045	1	1	0	0	0
3139	72047	3	1	0	0	0
3140	72049	1	1	0	0	0
3141	72051	3	1	0	0	0
3142	72053	3	1	0	0	0
3143	72054	1	0	0	0	0
3144	72055	1	1	0	0	0
3145	72057	3	1	0	0	0
3146	72059	1	1	0	0	0
3147	72061	3	1	0	0	0
3148	72063	1	1	0	0	0
3149	72065	2	1	0	0	0
3150	72067	1	1	0	0	0
3151	72069	2	1	0	0	0
3152	72071	1	1	0	0	0
3153	72073	1	1	0	0	0
3154	72075	1	1	0	0	0
3155	72077	1	1	0	0	0
3156	72079	1	1	0	0	0
3157	72081	1	1	0	0	0
3158	72083	1	0	0	0	0
3159	72085	2	1	0	0	0
3160	72087	2	1	0	0	0
3161	72089	1	1	0	0	0
3162	72091	2	1	0	0	0
3163	72093	1	0	0	0	0
3164	72095	1	1	0	0	0
3165	72097	2	1	0	0	0
3166	72099	2	0	0	0	0
3167	72101	3	1	0	0	0
3168	72103	1	1	0	0	0
3169	72105	1	1	0	0	0
3170	72107	2	1	0	0	0
3171	72109	1	1	0	0	0
3172	72111	1	0	0	0	0
3173	72113	3	1	0	0	0
3174	72115	1	1	0	0	0
3175	72117	1	1	0	0	0
3176	72119	2	1	0	0	0
3177	72121	1	1	0	0	0
3178	72123	2	0	0	0	0
3179	72125	1	1	0	0	0
3180	72127	3	1	0	1	0
3181	72129	1	1	0	0	0
3182	72131	1	1	0	0	0
3183	72133	1	1	0	0	0
3184	72135	3	1	0	0	0
3185	72137	3	1	0	0	0
3186	72139	2	1	0	0	0
3187	72141	2	1	0	0	0
3188	72143	2	1	0	0	0
3189	72145	3	1	0	0	0
3190	72147	1	1	0	0	0
3191	72149	1	1	0	0	0
3192	72151	1	1	0	0	0
3193	72153	1	1	0	0	0
3194	78010	0	0	0	1	0
