,FIPS,MHI_2018,giniIndex
3083,55071,53489,0.4062
3084,55073,59543,0.4421
3085,55075,47497,0.4228
3086,55077,49586,0.3935
3087,55078,43872,0.5043
3088,55079,48742,0.479
3089,55081,58178,0.3979
3090,55083,57105,0.3952
3091,55085,54198,0.4519
3092,55087,63536,0.4137
3093,55089,82807,0.4857
3094,55091,53140,0.4268
3095,55093,72111,0.3986
3096,55095,56932,0.4044
3097,55097,57368,0.4249
3098,55099,46742,0.4083
3099,55101,59749,0.4314
3100,55103,51335,0.3964
3101,55105,55832,0.415
3102,55107,44302,0.4146
3103,55109,81124,0.3935
3104,55111,56732,0.415
3105,55113,44555,0.5057
3106,55115,54143,0.4153
3107,55117,58943,0.4092
3108,55119,51698,0.4165
3109,55121,55865,0.397
3110,55123,50905,0.4528
3111,55125,44285,0.4717
3112,55127,61106,0.431
3113,55129,48422,0.4543
3114,55131,74062,0.4098
3115,55133,84331,0.4462
3116,55135,57680,0.4155
3117,55137,51195,0.4318
3118,55139,57124,0.4717
3119,55141,53473,0.4218
3120,56001,46865,0.4667
3121,56003,53435,0.3985
3122,56005,79916,0.3865
3123,56007,60206,0.4106
3124,56009,63923,0.3973
3125,56011,64055,0.4387
3126,56013,54242,0.4298
3127,56015,49774,0.4219
3128,56017,51875,0.4246
3129,56019,55991,0.4895
3130,56021,64220,0.4237
3131,56023,64519,0.4029
3132,56025,60550,0.4365
3133,56027,39359,0.4539
3134,56029,62666,0.4437
3135,56031,47096,0.4635
3136,56033,58521,0.4383
3137,56035,78680,0.358
3138,56037,73008,0.4127
3139,56039,83831,0.4879
3140,56041,58235,0.4002
3141,56043,53426,0.3898
3142,56045,52867,0.4284
3143,72001,12902,0.5259
3144,72003,16347,0.5035
3145,72005,16693,0.5605
3146,72007,17255,0.5356
3147,72009,19720,0.4789
3148,72011,19379,0.4697
3149,72013,18001,0.5108
3150,72015,16976,0.4428
3151,72017,16889,0.4961
3152,72019,15970,0.4921
3153,72021,26017,0.498
3154,72023,16080,0.5359
3155,72025,25006,0.5204
3156,72027,16831,0.5404
3157,72029,20673,0.5351
3158,72031,29434,0.4785
3159,72033,18253,0.5634
3160,72035,21320,0.4957
3161,72037,19103,0.5624
3162,72039,15071,0.5243
3163,72041,19949,0.5069
3164,72043,19833,0.51
3165,72045,12812,0.5215
3166,72047,15088,0.5205
3167,72049,23802,0.4175
3168,72051,29667,0.5563
3169,72053,19068,0.5259
3170,72054,20315,0.4521
3171,72055,13242,0.513
3172,72057,16374,0.5077
3173,72059,16922,0.4631
3174,72061,33937,0.5749
3175,72063,33661,0.5194
3176,72065,17201,0.5175
3177,72067,19394,0.4952
3178,72069,19880,0.5308
3179,72071,16748,0.4976
3180,72073,15424,0.4883
3181,72075,20845,0.5102
3182,72077,18969,0.4773
3183,72079,13747,0.5329
3184,72081,14540,0.5523
3185,72083,13435,0.5357
3186,72085,21792,0.5082
3187,72087,17402,0.4943
3188,72089,20829,0.4889
3189,72091,19459,0.5183
3190,72093,13262,0.477
3191,72095,19788,0.4721
3192,72097,14120,0.6106
3193,72099,14155,0.5594
3194,72101,20589,0.4698
3195,72103,19356,0.4467
3196,72105,19332,0.4776
3197,72107,13319,0.5515
3198,72109,15761,0.5057
3199,72111,17592,0.4733
3200,72113,17173,0.5814
3201,72115,16630,0.5155
3202,72117,21591,0.4746
3203,72119,22509,0.4705
3204,72121,16846,0.4993
3205,72123,16887,0.48
3206,72125,15619,0.5435
3207,72127,22146,0.6179
3208,72129,18821,0.4966
3209,72131,14812,0.5262
3210,72133,17640,0.5233
3211,72135,28863,0.4994
3212,72137,24899,0.4804
3213,72139,31193,0.4887
3214,72141,16533,0.5071
3215,72143,18895,0.5572
3216,72145,19096,0.5095
3217,72147,15539,0.4542
3218,72149,19855,0.5172
3219,72151,16013,0.5104
3220,72153,14954,0.5118
